{
	22741
	20175
	21459
	17825
	3221
	17870
	1626
	31934
	15205
	31783
	23850
	17398
	22279
	22701
	12193
	12734
	1637
	26534
	5556
	1993
	10176
	25705
	6962
	10548
	15881
	300
	14413
	16641
	19855
	24855
	13142
	11462
	27611
	30877
	20424
	32678
	1752
	18443
	28296
	12673
	10040
	9313
	875
	20072
	12818
	610
	1017
	14932
	28112
	30695
	13169
	23831
	20040
	26488
	28685
	19090
	19497
	2589
	25990
	15145
	19353
	19314
	18651
	26740
	22044
	11258
	335
	8759
	11192
	7605
	25264
	12181
	28503
	3829
	23775
	20608
	29292
	5997
	17549
	29556
	25561
	31627
	6467
	29541
	26129
	31240
	27813
	29174
	20601
	6077
	20215
	8683
	8213
	23992
	25824
	5601
	23392
	15759
	2670
	26428
	28027
	4084
	10075
	18786
	15498
	24970
	6287
	23847
	32604
	503
	21221
	22663
	5706
	2363
	9010
	22171
	27489
	18240
	12164
	25542
	7619
	20913
	7591
	6704
	31818
	9232
	750
	25205
	4975
	1539
	303
	11422
	21098
	11247
	13584
	13648
	2971
	17864
	22913
	11075
	21545
	28712
	17546
	18678
	1769
	15262
	8519
	13985
	28289
	15944
	2865
	18540
	23245
	25508
	28318
	27870
	9601
	28323
	21132
	24472
	27152
	25087
	28570
	29763
	29901
	17103
	14423
	3527
	11600
	26969
	14015
	5565
	28
	21543
	25347
	2088
	2943
	12637
	22409
	26463
	5049
	4681
	1588
	11342
	608
	32060
	21221
	1758
	29954
	20888
	14146
	690
	7949
	12843
	21430
	25620
	748
	27067
	4536
	20783
	18035
	32226
	15185
	7038
	9853
	25629
	11224
	15748
	19923
	3359
	32257
	24766
	4944
	14955
	23318
	32726
	25411
	21025
	20355
	31001
	22549
	9496
	18584
	9515
	17964
	23342
	8075
	17913
	16142
	31196
	21948
	25072
	20426
	14606
	26173
	24429
	32404
	6705
	20626
	29812
	19375
	30093
	16565
	16036
	14736
	29141
	30814
	5994
	8256
	6652
	23936
	30838
	20482
	1355
	21015
	1131
	18230
	17841
	14625
	2011
	32637
	4186
	19690
	1650
	5662
	21634
	10893
	10353
	21416
	13452
	14008
	7262
	22233
	5454
	16303
	16634
	26303
	14256
	148
	11124
	12317
	4213
	27109
	24028
	29200
	21080
	21318
	16858
	24050
	24155
	31361
	15264
	11903
	3676
	29643
	26909
	14902
	3561
	28489
	24948
	1282
	13653
	30674
	2220
	5402
	6923
	3831
	19369
	3878
	20259
	19008
	22619
	23971
	30003
	21945
	9781
	26504
	12392
	32685
	25313
	6698
	5589
	12722
	5938
	19037
	6410
	31461
	6234
	12508
	9961
	3959
	6493
	1515
	25269
	24937
	28869
	58
	14700
	13971
	26264
	15117
	16215
	24555
	7815
	18330
	3039
	30212
	29288
	28082
	1954
	16085
	20710
	24484
	24774
	8380
	29815
	25951
	6541
	18115
	1679
	17110
	25898
	23073
	788
	23977
	18132
	29956
	28689
	26113
	10008
	12941
	15790
	1723
	21363
	28
	25184
	24778
	7200
	5071
	1885
	21974
	1071
	11333
	22867
	26153
	14295
	32168
	20825
	9676
	15629
	28650
	2598
	3309
	4693
	4686
	30080
	10116
	12249
}
{
	28
	28
	41
	53
	58
	123
	140
	142
	148
	153
	193
	235
	288
	292
	300
	303
	335
	467
	481
	491
	503
	608
	610
	690
	748
	750
	778
	788
	875
	900
	911
	912
	1017
	1018
	1071
	1131
	1150
	1200
	1264
	1282
	1355
	1416
	1515
	1539
	1543
	1587
	1588
	1626
	1626
	1637
	1650
	1655
	1679
	1723
	1752
	1758
	1763
	1769
	1832
	1842
	1869
	1885
	1924
	1926
	1954
	1993
	1999
	2011
	2082
	2088
	2125
	2154
	2161
	2168
	2220
	2223
	2303
	2306
	2324
	2363
	2368
	2421
	2483
	2510
	2589
	2598
	2600
	2607
	2625
	2625
	2634
	2668
	2670
	2695
	2800
	2865
	2943
	2963
	2971
	2995
	3035
	3039
	3093
	3102
	3195
	3221
	3297
	3309
	3359
	3430
	3434
	3487
	3527
	3548
	3557
	3561
	3584
	3602
	3625
	3676
	3728
	3737
	3753
	3788
	3829
	3831
	3878
	3902
	3959
	4031
	4041
	4084
	4099
	4144
	4169
	4186
	4213
	4313
	4313
	4414
	4474
	4536
	4565
	4596
	4639
	4664
	4667
	4675
	4678
	4681
	4686
	4693
	4734
	4745
	4757
	4802
	4827
	4833
	4886
	4940
	4944
	4966
	4975
	5002
	5021
	5030
	5049
	5071
	5075
	5097
	5108
	5109
	5249
	5402
	5436
	5447
	5454
	5535
	5537
	5556
	5565
	5589
	5601
	5629
	5662
	5699
	5705
	5706
	5786
	5829
	5844
	5938
	5994
	5997
	6038
	6072
	6077
	6191
	6202
	6224
	6234
	6270
	6287
	6334
	6359
	6410
	6411
	6422
	6439
	6467
	6477
	6483
	6493
	6511
	6540
	6541
	6559
	6617
	6618
	6652
	6654
	6698
	6704
	6705
	6729
	6868
	6900
	6902
	6923
	6962
	7038
	7129
	7164
	7200
	7262
	7285
	7376
	7391
	7441
	7448
	7487
	7518
	7591
	7605
	7616
	7619
	7627
	7711
	7815
	7882
	7900
	7949
	7958
	8075
	8116
	8177
	8213
	8256
	8260
	8281
	8313
	8360
	8365
	8380
	8480
	8492
	8519
	8526
	8683
	8723
	8759
	8909
	8932
	8942
	9010
	9010
	9040
	9161
	9232
	9313
	9314
	9357
	9374
	9496
	9503
	9512
	9514
	9515
	9576
	9601
	9676
	9741
	9758
	9781
	9789
	9832
	9853
	9894
	9905
	9930
	9961
	9961
	10008
	10021
	10040
	10067
	10075
	10112
	10116
	10176
	10195
	10202
	10285
	10291
	10322
	10353
	10383
	10466
	10548
	10555
	10585
	10712
	10808
	10893
	11008
	11020
	11023
	11075
	11124
	11173
	11192
	11224
	11247
	11258
	11323
	11333
	11337
	11342
	11422
	11462
	11477
	11478
	11511
	11538
	11585
	11600
	11635
	11701
	11833
	11840
	11903
	11942
	12043
	12044
	12052
	12053
	12164
	12181
	12193
	12249
	12263
	12287
	12292
	12316
	12317
	12382
	12392
	12423
	12455
	12508
	12529
	12550
	12623
	12637
	12673
	12717
	12722
	12734
	12760
	12818
	12835
	12843
	12859
	12896
	12938
	12941
	12949
	12993
	13007
	13022
	13030
	13031
	13061
	13064
	13142
	13169
	13186
	13261
	13290
	13357
	13401
	13452
	13458
	13584
	13648
	13653
	13694
	13829
	13931
	13966
	13971
	13977
	13985
	13985
	14008
	14015
	14018
	14146
	14181
	14256
	14270
	14295
	14309
	14310
	14343
	14369
	14413
	14423
	14460
	14474
	14485
	14604
	14606
	14625
	14688
	14700
	14736
	14771
	14798
	14887
	14893
	14902
	14924
	14932
	14945
	14955
	14962
	14989
	15006
	15117
	15141
	15145
	15185
	15205
	15255
	15262
	15264
	15281
	15350
	15457
	15498
	15573
	15574
	15629
	15724
	15748
	15759
	15790
	15881
	15890
	15944
	16036
	16085
	16105
	16118
	16139
	16142
	16202
	16215
	16279
	16282
	16303
	16413
	16423
	16512
	16519
	16541
	16549
	16565
	16634
	16641
	16687
	16827
	16858
	16941
	16944
	16962
	16972
	17035
	17086
	17103
	17110
	17189
	17192
	17222
	17253
	17371
	17398
	17410
	17421
	17437
	17451
	17505
	17546
	17549
	17578
	17673
	17713
	17773
	17807
	17825
	17841
	17861
	17864
	17870
	17913
	17958
	17964
	18007
	18035
	18060
	18087
	18114
	18115
	18127
	18132
	18190
	18230
	18240
	18330
	18443
	18467
	18538
	18540
	18584
	18588
	18636
	18651
	18651
	18662
	18678
	18696
	18716
	18756
	18762
	18786
	18787
	18823
	18875
	18896
	18935
	18958
	19008
	19037
	19072
	19090
	19156
	19169
	19187
	19264
	19314
	19353
	19357
	19369
	19375
	19405
	19497
	19558
	19589
	19629
	19668
	19690
	19711
	19718
	19796
	19801
	19815
	19855
	19866
	19895
	19912
	19923
	19954
	19976
	20024
	20037
	20040
	20053
	20055
	20072
	20142
	20159
	20175
	20215
	20222
	20259
	20315
	20326
	20328
	20355
	20416
	20424
	20426
	20450
	20472
	20482
	20485
	20537
	20556
	20580
	20600
	20601
	20608
	20626
	20649
	20671
	20710
	20783
	20798
	20825
	20851
	20888
	20913
	20945
	21003
	21015
	21025
	21080
	21098
	21113
	21119
	21132
	21153
	21221
	21221
	21318
	21363
	21416
	21425
	21430
	21457
	21459
	21520
	21538
	21543
	21545
	21548
	21624
	21634
	21659
	21694
	21718
	21724
	21726
	21763
	21881
	21945
	21948
	21974
	22044
	22142
	22171
	22190
	22233
	22279
	22296
	22355
	22386
	22409
	22413
	22428
	22466
	22483
	22532
	22549
	22549
	22593
	22619
	22646
	22648
	22658
	22663
	22701
	22704
	22725
	22741
	22758
	22798
	22813
	22848
	22850
	22867
	22888
	22913
	22929
	23073
	23152
	23195
	23196
	23199
	23216
	23245
	23271
	23281
	23318
	23342
	23392
	23622
	23646
	23655
	23754
	23757
	23775
	23805
	23811
	23831
	23844
	23847
	23850
	23851
	23869
	23936
	23971
	23977
	23986
	23992
	24021
	24028
	24041
	24050
	24084
	24129
	24155
	24179
	24182
	24221
	24229
	24272
	24350
	24355
	24370
	24372
	24389
	24393
	24423
	24429
	24464
	24472
	24484
	24484
	24488
	24555
	24596
	24626
	24648
	24766
	24767
	24774
	24778
	24855
	24937
	24946
	24948
	24970
	25072
	25087
	25184
	25200
	25205
	25264
	25269
	25313
	25347
	25411
	25423
	25484
	25508
	25542
	25547
	25547
	25561
	25620
	25627
	25629
	25667
	25705
	25721
	25734
	25760
	25824
	25824
	25874
	25898
	25951
	25990
	25996
	26058
	26113
	26129
	26153
	26154
	26173
	26264
	26292
	26299
	26302
	26303
	26308
	26362
	26418
	26428
	26439
	26463
	26477
	26488
	26500
	26504
	26534
	26576
	26740
	26777
	26869
	26909
	26924
	26962
	26969
	27067
	27088
	27109
	27152
	27157
	27348
	27350
	27384
	27432
	27446
	27489
	27506
	27529
	27593
	27595
	27611
	27624
	27644
	27753
	27756
	27813
	27870
	27892
	27938
	27982
	28009
	28019
	28022
	28027
	28070
	28082
	28112
	28145
	28253
	28286
	28289
	28296
	28297
	28318
	28321
	28323
	28433
	28464
	28476
	28489
	28503
	28520
	28570
	28617
	28650
	28685
	28689
	28692
	28703
	28704
	28712
	28745
	28869
	29011
	29141
	29168
	29170
	29174
	29200
	29213
	29288
	29292
	29314
	29334
	29337
	29350
	29358
	29361
	29510
	29541
	29556
	29565
	29577
	29617
	29643
	29657
	29658
	29734
	29763
	29790
	29812
	29815
	29855
	29869
	29901
	29954
	29956
	29972
	30003
	30080
	30093
	30106
	30145
	30188
	30191
	30212
	30227
	30303
	30333
	30523
	30527
	30674
	30695
	30771
	30814
	30833
	30836
	30838
	30877
	30900
	30932
	30974
	31001
	31003
	31060
	31101
	31107
	31111
	31115
	31185
	31196
	31240
	31286
	31316
	31322
	31329
	31361
	31426
	31461
	31556
	31627
	31673
	31783
	31818
	31928
	31934
	31998
	32060
	32168
	32170
	32209
	32226
	32257
	32270
	32356
	32391
	32404
	32439
	32525
	32591
	32604
	32609
	32637
	32662
	32678
	32685
	32702
	32726
	32757
}
